Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
431882,435470,2,2014-02-08,16:10:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver,Slight,Male,36
431874,435944,2,2014-02-08,16:39:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,31
431874,435944,2,2014-02-08,16:39:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,22
428436,436840,2,2014-02-08,14:15:00,B,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,19
433187,433966,3,2014-02-09,11:55:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver,Slight,Male,30
428632,436978,2,2014-02-09,00:10:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,36
429819,430657,2,2014-02-10,19:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Slight,Male,20
427857,430547,3,2014-02-10,17:45:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,24
429003,436841,1,2014-02-10,14:35:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Bus,Passenger,Slight,Male,2
427857,430547,3,2014-02-10,17:45:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Goods vehicle,Driver,Slight,Male,27
431917,435754,2,2014-02-10,13:20:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,30
427009,440128,1,2014-02-10,00:50:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Female,45
427618,438574,1,2014-02-10,07:15:00,A,Frost/Ice,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,26
433906,436531,1,2014-02-10,15:50:00,A,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Male,44
428369,426113,3,2014-02-11,19:00:00,A,Frost/Ice,Darkness: Street lights present and lit,Raining without high winds,Car,Passenger,Slight,Male,18
430708,434997,2,2014-02-11,22:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,31
428859,425987,2,2014-02-11,06:10:00,A,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Motorcycle,Driver,Slight,Male,61
430174,432871,2,2014-02-12,09:20:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,30
435551,433594,1,2014-02-12,08:00:00,A,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,12
432310,439240,1,2014-02-12,17:57:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining with high winds,Car,Pedestrian,Serious,Male,49
426628,437979,1,2014-02-13,03:18:00,A,Wet/Damp,Darkness: Street lights present and lit,Fine with high winds,Car,Driver,Slight,Female,43
424279,428347,2,2014-02-13,07:10:00,A,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Slight,Female,24
432042,435940,1,2014-02-13,08:22:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,17
424063,438418,1,2014-02-13,12:38:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Female,97
429807,430658,2,2014-02-13,17:15:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Driver,Slight,Female,32
434921,433416,1,2014-02-13,20:00:00,B,Wet/Damp,Darkness: Street lights present and lit,Raining with high winds,Bus,Passenger,Slight,Male,64
440453,448261,1,2014-02-13,19:00:00,B,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Female,14
428479,437167,1,2014-02-14,17:50:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Raining with high winds,Car,Pedestrian,Slight,Male,32
427559,438584,2,2014-02-14,13:50:00,A,Wet/Damp,Daylight: Street lights present,Raining with high winds,Car,Driver,Slight,Male,34
444991,446244,2,2014-02-14,09:50:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Slight,Female,23
428496,434318,1,2014-02-14,10:18:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Male,19
427978,435991,2,2014-02-14,15:58:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Female,22
420640,434359,3,2014-02-15,10:04:00,A,Wet/Damp,Daylight: Street lights present,Raining with high winds,Car,Driver,Slight,Male,93
420640,434359,3,2014-02-15,10:04:00,A,Wet/Damp,Daylight: Street lights present,Raining with high winds,Car,Passenger,Slight,Female,88
425059,433376,2,2014-02-17,19:05:00,B,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Passenger,Slight,Female,56
426045,427745,1,2014-02-17,17:28:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Pedestrian,Slight,Male,17
429147,431787,2,2014-02-17,17:35:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Bus,Passenger,Slight,Male,3
424145,430427,2,2014-02-18,20:52:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Motorcycle,Driver,Slight,Male,21
428836,440130,2,2014-02-18,23:18:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Motorcycle,Driver,Slight,Male,16
428282,433512,2,2014-02-18,17:20:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,42
430708,439230,1,2014-02-18,00:46:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,26
432436,434843,2,2014-02-18,13:20:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,33
430306,434778,1,2014-02-18,14:22:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,38
431896,434915,2,2014-02-18,15:45:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,19
431896,434915,2,2014-02-18,15:45:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,56
431896,434915,2,2014-02-18,15:45:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,41
429387,434948,2,2014-02-18,19:44:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Driver,Slight,Male,25
425763,435423,1,2014-02-18,18:02:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Female,23
431884,435515,2,2014-02-19,20:40:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Female,23
431884,435515,2,2014-02-19,20:40:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,22
431884,435515,2,2014-02-19,20:40:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,25
422145,428046,2,2014-02-19,17:25:00,A,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,28
431884,435515,2,2014-02-19,20:40:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Male,23
426308,437694,1,2014-02-19,16:39:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Female,68
430951,435935,2,2014-02-19,14:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,46
429092,429970,2,2014-02-19,10:28:00,A,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Slight,Male,38
426677,431760,2,2014-02-19,06:55:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Driver,Slight,Male,23
429475,439388,2,2014-02-19,15:50:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Female,11
424933,434423,2,2014-02-20,18:27:00,A,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,56
428893,432890,2,2014-02-20,22:20:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,36
428893,432890,2,2014-02-20,22:20:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Female,51
424933,434423,2,2014-02-20,18:27:00,A,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Female,55
431384,430549,≥4,2014-02-20,16:55:00,Motorway,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,60
431384,430549,≥4,2014-02-20,16:55:00,Motorway,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,60
431384,430549,≥4,2014-02-20,16:55:00,Motorway,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,63
431384,430549,≥4,2014-02-20,16:55:00,Motorway,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,48
431889,434978,2,2014-02-20,16:45:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,21
430683,432507,2,2014-02-20,15:00:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,52
428776,433265,2,2014-02-20,13:55:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,21
428776,433265,2,2014-02-20,13:55:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,36
437041,438282,2,2014-02-20,10:55:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,55
421474,445803,2,2014-02-20,10:53:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,84
432858,435382,2,2014-02-21,15:35:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,23
430959,433432,1,2014-02-21,15:45:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,15
421620,445945,1,2014-02-21,19:50:00,A,Wet/Damp,Darkness: Street lights present and lit,Raining with high winds,Car,Driver,Slight,Female,55
427362,431156,2,2014-02-21,09:20:00,A,Wet/Damp,Darkness: Street lights present and lit,Other,Pedal cycle,Driver,Slight,Male,40
432858,435382,2,2014-02-21,15:35:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,25
432382,435070,2,2014-02-21,12:05:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,31
430945,433122,2,2014-02-21,08:07:00,A,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Serious,Male,45
439477,432443,2,2014-02-21,15:30:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,21
432382,435070,2,2014-02-21,12:05:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,32
427423,433046,2,2014-02-22,22:30:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Goods vehicle,Driver,Slight,Male,33
428974,435464,1,2014-02-22,00:29:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Pedestrian,Slight,Male,44
430373,433481,1,2014-02-22,12:45:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Bus,Pedestrian,Serious,Female,86
426773,435723,2,2014-02-22,18:53:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,59
426773,435723,2,2014-02-22,18:53:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,47
430091,435427,1,2014-02-23,15:45:00,Unclassified,Wet/Damp,Daylight: Street lights present,Unknown,Bus,Passenger,Slight,Female,44
430091,435427,1,2014-02-23,15:45:00,Unclassified,Wet/Damp,Daylight: Street lights present,Unknown,Bus,Passenger,Slight,Female,53
435232,427614,1,2014-02-23,18:40:00,Unclassified,Dry,Darkness: No street lighting,Fine without high winds,Car,Driver,Serious,Male,19
431928,428128,1,2014-02-23,14:35:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,4
435232,427614,1,2014-02-23,18:40:00,Unclassified,Dry,Darkness: No street lighting,Fine without high winds,Car,Passenger,Serious,Male,19
435901,428601,1,2014-02-23,13:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,80
429804,433477,1,2014-02-23,23:03:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Male,25
422418,433289,1,2014-02-24,15:10:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Female,11
430066,433771,1,2014-02-24,10:36:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Goods vehicle,Pedestrian,Slight,Male,59
426807,432112,≥4,2014-02-24,00:14:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,35
435125,445093,3,2014-02-24,16:05:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,7
430634,433453,2,2014-02-24,18:35:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,20
429383,434947,2,2014-02-24,16:10:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,29
431251,445731,2,2014-02-24,19:50:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,27
441096,432393,2,2014-02-24,16:05:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Serious,Male,13
435125,445093,3,2014-02-24,16:05:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,18
435125,445093,3,2014-02-24,16:05:00,A,Dry,Daylight: Street lights present,Fine without high winds,Goods vehicle,Driver,Slight,Male,37
435125,445093,3,2014-02-24,16:05:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,47
435125,445093,3,2014-02-24,16:05:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,41
435573,425902,2,2014-02-25,08:46:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Goods vehicle,Driver,Slight,Male,50
433137,433635,2,2014-02-25,18:00:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Pedal cycle,Driver,Slight,Male,34
429922,427806,2,2014-02-25,08:09:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,75
418975,442004,1,2014-02-25,08:10:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Male,17
418975,442004,1,2014-02-25,08:10:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Male,17
418975,442004,1,2014-02-25,08:10:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Female,17
418975,442004,1,2014-02-25,08:10:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,12
418975,442004,1,2014-02-25,08:10:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,12
418975,442004,1,2014-02-25,08:10:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,12
423328,443471,2,2014-02-25,08:35:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,65
435573,425902,2,2014-02-25,08:46:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,43
430454,437507,2,2014-02-25,15:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,45
429922,427806,2,2014-02-25,08:09:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Goods vehicle,Driver,Slight,Male,24
429051,435525,2,2014-02-25,18:24:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Driver,Slight,Female,57
430454,437507,2,2014-02-25,15:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,26
431959,430490,1,2014-02-26,17:25:00,A,Wet/Damp,Daylight: Street lights present,Fine without high winds,Bus,Passenger,Slight,Female,76
430437,434391,2,2014-02-26,15:45:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Bus,Passenger,Slight,Male,8
430437,434391,2,2014-02-26,15:45:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Bus,Passenger,Slight,Male,45
430437,434391,2,2014-02-26,15:45:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Bus,Passenger,Slight,Female,6
430437,434391,2,2014-02-26,15:45:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Bus,Passenger,Slight,Male,28
431517,434295,2,2014-02-26,15:05:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,23
431107,433740,2,2014-02-26,09:53:00,A(M),Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,43
423047,437663,2,2014-02-27,05:49:00,A,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Motorcycle,Driver,Slight,Male,60
430717,434135,1,2014-02-27,13:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Slight,Male,18
430717,434135,1,2014-02-27,13:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Pedestrian,Slight,Male,19
437735,433076,1,2014-02-27,16:54:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,29
429180,431912,2,2014-02-27,19:16:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Male,18
429180,431912,2,2014-02-27,19:16:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Male,19
430460,431125,3,2014-02-28,17:30:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,45
